smiles_monomer,pm,distribution,ref,comment,mechanism,Mn,Mv,Mw,PDI,Tc,Td,Tg,Tm,density,elongation to break,elongation_at_break,flexural_strength,modulus,modulus_of_elasticity,notched_strength,set,tensile modulus,tensile strength,tensile stress relaxation,tensile_strength,unnotched_strength,yield_elongation,yield_strength,monomers,data_id
C=Cc1ccc(Cl)cc1,0,[],"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äì8339. https://doi.org/10.1021/acs.macromol.0c01121",Table 1.2,vinyl_stereo,18400,,48208,2.62,,,117,322,,,,,,,,,,,,,,,,"('C=Cc1ccc(Cl)cc1',)",271
C=Cc1ccc(Cl)cc1,0,[],"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äì8339. https://doi.org/10.1021/acs.macromol.0c01121",Table 1.3,vinyl_stereo,11200,,22176,1.98,,,118,323,,,,,,,,,,,,,,,,"('C=Cc1ccc(Cl)cc1',)",272
C=Cc1ccc(Cl)cc1,0,[],"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äì8339. https://doi.org/10.1021/acs.macromol.0c01121",Table 1.4,vinyl_stereo,13200,,27852,2.11,,,118,328,,,,,,,,,,,,,,,,"('C=Cc1ccc(Cl)cc1',)",273
C=Cc1ccc(Cl)cc1,0,[],"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äì8339. https://doi.org/10.1021/acs.macromol.0c01121",Table 1.5,vinyl_stereo,12700,,27686,2.18,,,114,311,,,,,,,,,,,,,,,,"('C=Cc1ccc(Cl)cc1',)",274
C=Cc1ccc(Cl)cc1,0,[],"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äì8339. https://doi.org/10.1021/acs.macromol.0c01121",Table 1.6,vinyl_stereo,13300,,38703,2.91,,,117,311,,,,,,,,,,,,,,,,"('C=Cc1ccc(Cl)cc1',)",275
C=Cc1ccc(Cl)cc1,0,[],"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äì8339. https://doi.org/10.1021/acs.macromol.0c01121",Table 1.7,vinyl_stereo,13600,,53040,3.9,,,116,312,,,,,,,,,,,,,,,,"('C=Cc1ccc(Cl)cc1',)",276
C=Cc1ccc(Cl)cc1,0,[],"Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äì8339. https://doi.org/10.1021/acs.macromol.0c01121",Table 1.9,vinyl_stereo,19300,,40723,2.11,,,117,311,,,,,,,,,,,,,,,,"('C=Cc1ccc(Cl)cc1',)",277
C=Cc1ccc(Cl)cc1.C=Cc1ccccc1,0,"[0.101, 0.899]","Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äì8339. https://doi.org/10.1021/acs.macromol.0c01121",Table 2.5,vinyl_stereo,81700,,97200,1.19,,,102,252,,,,,,,,,,,,,,,,"('C=Cc1ccc(Cl)cc1', 'C=Cc1ccccc1')",278
C=Cc1ccc(Cl)cc1.C=Cc1ccccc1,0,"[0.222, 0.778]","Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äì8339. https://doi.org/10.1021/acs.macromol.0c01121",Table 2.4,vinyl_stereo,69800,,87900,1.26,,,102,226,,,,,,,,,,,,,,,,"('C=Cc1ccc(Cl)cc1', 'C=Cc1ccccc1')",279
C=Cc1ccc(Cl)cc1.C=Cc1ccccc1,0,"[0.333, 0.667]","Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äì8339. https://doi.org/10.1021/acs.macromol.0c01121",Table 2.3,vinyl_stereo,66000,,88400,1.34,,,105,,,,,,,,,,,,,,,,,"('C=Cc1ccc(Cl)cc1', 'C=Cc1ccccc1')",280
C=Cc1ccc(Cl)cc1.C=Cc1ccccc1,0,"[0.561, 0.439]","Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äì8339. https://doi.org/10.1021/acs.macromol.0c01121",Table 2.2,vinyl_stereo,48300,,63800,1.32,,,109,,,,,,,,,,,,,,,,,"('C=Cc1ccc(Cl)cc1', 'C=Cc1ccccc1')",281
C=Cc1ccc(Cl)cc1.C=Cc1ccccc1,0,"[0.753, 0.247]","Wu, Y., Wang, Z., Liu, D., Liu, B., & Cui, D. (2020). Highly Syndioselective Coordination (Co)Polymerization of para-Chlorostyrene. Macromolecules, 53(19), 8333‚Äì8339. https://doi.org/10.1021/acs.macromol.0c01121",Table 2.1,vinyl_stereo,41200,,54800,1.33,,,112,259,,,,,,,,,,,,,,,,"('C=Cc1ccc(Cl)cc1', 'C=Cc1ccccc1')",282
C=Cc1ccc(F)cc1OC,0,[],"Wang, T., Wu, C., Wang, B., & Cui, D. (2021). Isospecific alternating copolymerization of unprotected polar styrenes and ethylene by the Cs symmetric scandium precursor via synergistic effects of two substituent groups. Giant, 7(May), 100061. https://doi.org/10.1016/j.giant.2021.100061",Table 1.10,vinyl_stereo,37000,,48100,1.3,,,89.8,328,,,,,,,,,,,,,,,,"('C=Cc1ccc(F)cc1OC',)",283
C=Cc1ccc(F)cc1OC,1,[],"Wang, T., Wu, C., Wang, B., & Cui, D. (2021). Isospecific alternating copolymerization of unprotected polar styrenes and ethylene by the Cs symmetric scandium precursor via synergistic effects of two substituent groups. Giant, 7(May), 100061. https://doi.org/10.1016/j.giant.2021.100061",Table 1.8,vinyl_stereo,37000,,40700,1.1,,,91.2,,,,,,,,,,,,,,,,,"('C=Cc1ccc(F)cc1OC',)",284
C=Cc1ccc(F)cc1OC,1,[],"Wang, T., Wu, C., Wang, B., & Cui, D. (2021). Isospecific alternating copolymerization of unprotected polar styrenes and ethylene by the Cs symmetric scandium precursor via synergistic effects of two substituent groups. Giant, 7(May), 100061. https://doi.org/10.1016/j.giant.2021.100061",Table 1.9,vinyl_stereo,52000,,55120,1.06,,,90.5,,,,,,,,,,,,,,,,,"('C=Cc1ccc(F)cc1OC',)",285
C=Cc1ccc(F)cc1OC.C=C,1,"[0.5, 0.5]","Wang, T., Wu, C., Wang, B., & Cui, D. (2021). Isospecific alternating copolymerization of unprotected polar styrenes and ethylene by the Cs symmetric scandium precursor via synergistic effects of two substituent groups. Giant, 7(May), 100061. https://doi.org/10.1016/j.giant.2021.100061",Table 2.5,vinyl_stereo,215000,,258000,1.2,,,40.7,,,,,,,,,,,,,,,,,"('C=Cc1ccc(F)cc1OC', 'C=C')",286
C=Cc1ccc(F)cc1OC.C=C,1,"[0.521, 0.479]","Wang, T., Wu, C., Wang, B., & Cui, D. (2021). Isospecific alternating copolymerization of unprotected polar styrenes and ethylene by the Cs symmetric scandium precursor via synergistic effects of two substituent groups. Giant, 7(May), 100061. https://doi.org/10.1016/j.giant.2021.100061",Table 2.6,vinyl_stereo,112000,,156800,1.4,,,43.4,,,,,,,,,,,,,,,,,"('C=Cc1ccc(F)cc1OC', 'C=C')",287
C=Cc1ccc(SC)cc1,0,[],"Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 1.1,vinyl_stereo,14700,,19110,1.3,,,99,260,,,,,,,,,,,,,,,,"('C=Cc1ccc(SC)cc1',)",288
C=Cc1ccc(SC)cc1,0,[],"Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 1.2,vinyl_stereo,5700,,9690,1.7,,,103,254,,,,,,,,,,,,,,,,"('C=Cc1ccc(SC)cc1',)",289
C=Cc1ccc(SC)cc1,0,[],"Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 1.3,vinyl_stereo,10400,,19760,1.9,,,104,256,,,,,,,,,,,,,,,,"('C=Cc1ccc(SC)cc1',)",290
C=Cc1ccc(SC)cc1,0,[],"Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 1.4,vinyl_stereo,14000,,28000,2,,,107,252,,,,,,,,,,,,,,,,"('C=Cc1ccc(SC)cc1',)",291
C=Cc1ccc(SC)cc1,0,[],"Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 1.5,vinyl_stereo,16100,,28980,1.8,,,106,253,,,,,,,,,,,,,,,,"('C=Cc1ccc(SC)cc1',)",292
C=Cc1ccc(SC)cc1,0,[],"Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 1.6,vinyl_stereo,13400,,24120,1.8,,,103,252,,,,,,,,,,,,,,,,"('C=Cc1ccc(SC)cc1',)",293
C=Cc1ccc(SC)cc1,0,[],"Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 1.7,vinyl_stereo,14800,,28120,1.9,,,106,254,,,,,,,,,,,,,,,,"('C=Cc1ccc(SC)cc1',)",294
C=Cc1ccc(SC)cc1,0,[],"Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 1.8,vinyl_stereo,17000,,32300,1.9,,,104,252,,,,,,,,,,,,,,,,"('C=Cc1ccc(SC)cc1',)",295
C=Cc1ccc(SC)cc1,0,[],"Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 1.9,vinyl_stereo,11600,,20880,1.8,,,108,253,,,,,,,,,,,,,,,,"('C=Cc1ccc(SC)cc1',)",296
C=Cc1ccc([Se]C)cc1,0,[],"Zhong, Y., Wu, Y., & Cui, D. (2021). Highly Syndiotactic Coordination (Co)polymerization of para-Methylselenostyrene. Macromolecules, 54(4), 1754‚Äì1759. https://doi.org/10.1021/acs.macromol.0c02777",Table 1.1,vinyl_stereo,13000,,15600,1.2,,,113,254.6,,,,,,,,,,,,,,,,"('C=Cc1ccc([Se]C)cc1',)",297
C=Cc1ccc([Se]C)cc1,0,[],"Zhong, Y., Wu, Y., & Cui, D. (2021). Highly Syndiotactic Coordination (Co)polymerization of para-Methylselenostyrene. Macromolecules, 54(4), 1754‚Äì1759. https://doi.org/10.1021/acs.macromol.0c02777",Table 1.2,vinyl_stereo,16000,,19200,1.2,,,114.1,256.7,,,,,,,,,,,,,,,,"('C=Cc1ccc([Se]C)cc1',)",298
C=Cc1ccc([Se]C)cc1,0,[],"Zhong, Y., Wu, Y., & Cui, D. (2021). Highly Syndiotactic Coordination (Co)polymerization of para-Methylselenostyrene. Macromolecules, 54(4), 1754‚Äì1759. https://doi.org/10.1021/acs.macromol.0c02777",Table 1.3,vinyl_stereo,25000,,32500,1.3,,,114.5,256.8,,,,,,,,,,,,,,,,"('C=Cc1ccc([Se]C)cc1',)",299
C=Cc1ccc([Se]C)cc1,0,[],"Zhong, Y., Wu, Y., & Cui, D. (2021). Highly Syndiotactic Coordination (Co)polymerization of para-Methylselenostyrene. Macromolecules, 54(4), 1754‚Äì1759. https://doi.org/10.1021/acs.macromol.0c02777",Table 1.4,vinyl_stereo,48000,,,1.2,,,117.9,257.9,,,,,,,,,,,,,,,,"('C=Cc1ccc([Se]C)cc1',)",300
C=Cc1ccc([Se]C)cc1.C=Cc1ccccc1,0,"[0.098, 0.902]","Zhong, Y., Wu, Y., & Cui, D. (2021). Highly Syndiotactic Coordination (Co)polymerization of para-Methylselenostyrene. Macromolecules, 54(4), 1754‚Äì1759. https://doi.org/10.1021/acs.macromol.0c02777",Table 2.1,vinyl_stereo,38000,,49400,1.3,,,97.2,216.7,,,,,,,,,,,,,,,,"('C=Cc1ccc([Se]C)cc1', 'C=Cc1ccccc1')",301
C=Cc1ccc([Se]C)cc1.C=Cc1ccccc1,0,"[0.29, 0.71]","Zhong, Y., Wu, Y., & Cui, D. (2021). Highly Syndiotactic Coordination (Co)polymerization of para-Methylselenostyrene. Macromolecules, 54(4), 1754‚Äì1759. https://doi.org/10.1021/acs.macromol.0c02777",Table 2.2,vinyl_stereo,41000,,53300,1.3,,,99.5,,,,,,,,,,,,,,,,,"('C=Cc1ccc([Se]C)cc1', 'C=Cc1ccccc1')",302
C=Cc1ccc([Se]C)cc1.C=Cc1ccccc1,0,"[0.461, 0.539]","Zhong, Y., Wu, Y., & Cui, D. (2021). Highly Syndiotactic Coordination (Co)polymerization of para-Methylselenostyrene. Macromolecules, 54(4), 1754‚Äì1759. https://doi.org/10.1021/acs.macromol.0c02777",Table 2.3,vinyl_stereo,45000,,63000,1.4,,,102.4,,,,,,,,,,,,,,,,,"('C=Cc1ccc([Se]C)cc1', 'C=Cc1ccccc1')",303
C=Cc1ccc([Se]C)cc1.C=Cc1ccccc1,0,"[0.676, 0.324]","Zhong, Y., Wu, Y., & Cui, D. (2021). Highly Syndiotactic Coordination (Co)polymerization of para-Methylselenostyrene. Macromolecules, 54(4), 1754‚Äì1759. https://doi.org/10.1021/acs.macromol.0c02777",Table 2.4,vinyl_stereo,40000,,52000,1.3,,,102.7,,,,,,,,,,,,,,,,,"('C=Cc1ccc([Se]C)cc1', 'C=Cc1ccccc1')",304
C=Cc1ccc([Se]C)cc1.C=Cc1ccccc1,0,"[0.87, 0.13]","Zhong, Y., Wu, Y., & Cui, D. (2021). Highly Syndiotactic Coordination (Co)polymerization of para-Methylselenostyrene. Macromolecules, 54(4), 1754‚Äì1759. https://doi.org/10.1021/acs.macromol.0c02777",Table 2.5,vinyl_stereo,40000,,52000,1.3,,,107.6,226.6,,,,,,,,,,,,,,,,"('C=Cc1ccc([Se]C)cc1', 'C=Cc1ccccc1')",305
C=Cc1ccccc1,0,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.3,vinyl_stereo,,,,,,,104.85,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1',)",306
C=Cc1ccccc1,0.5,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.4,vinyl_stereo,,,,,,,99.85,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1',)",307
C=Cc1ccccc1,0.5,[],"Noh, S. K., Kim, S., Yang, Y., Lyoo, W. S., & Lee, D. H. (2004). Preparation of syndiotactic polystyrene using the doubly bridged dinuclear titanocenes. European Polymer Journal, 40(2), 227235. https://doi.org/10.1016/j.eurpolymj.2003.10.010",Table 1.1,vinyl_stereo,551,,590,1.07,,,-28.15,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1',)",308
C=Cc1ccccc1,0.5,[],"Noh, S. K., Kim, S., Yang, Y., Lyoo, W. S., & Lee, D. H. (2004). Preparation of syndiotactic polystyrene using the doubly bridged dinuclear titanocenes. European Polymer Journal, 40(2), 227235. https://doi.org/10.1016/j.eurpolymj.2003.10.010",Table 1.11,vinyl_stereo,220000,,233000,1.06,,,99.85,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1',)",309
C=Cc1ccccc1,0.5,[],"Noh, S. K., Kim, S., Yang, Y., Lyoo, W. S., & Lee, D. H. (2004). Preparation of syndiotactic polystyrene using the doubly bridged dinuclear titanocenes. European Polymer Journal, 40(2), 227235. https://doi.org/10.1016/j.eurpolymj.2003.10.010",Table 1.12,vinyl_stereo,893000,,929000,1.04,,,99.85,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1',)",310
C=Cc1ccccc1,0.5,[],"Noh, S. K., Kim, S., Yang, Y., Lyoo, W. S., & Lee, D. H. (2004). Preparation of syndiotactic polystyrene using the doubly bridged dinuclear titanocenes. European Polymer Journal, 40(2), 227235. https://doi.org/10.1016/j.eurpolymj.2003.10.010",Table 1.13,vinyl_stereo,3690000,,3840000,1.04,,,99.85,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1',)",311
C=Cc1ccccc1,0.5,[],"Noh, S. K., Kim, S., Yang, Y., Lyoo, W. S., & Lee, D. H. (2004). Preparation of syndiotactic polystyrene using the doubly bridged dinuclear titanocenes. European Polymer Journal, 40(2), 227235. https://doi.org/10.1016/j.eurpolymj.2003.10.010",Table 1.2,vinyl_stereo,679,,760,1.12,,,-9.15,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1',)",312
C=Cc1ccccc1,0.5,[],"Noh, S. K., Kim, S., Yang, Y., Lyoo, W. S., & Lee, D. H. (2004). Preparation of syndiotactic polystyrene using the doubly bridged dinuclear titanocenes. European Polymer Journal, 40(2), 227235. https://doi.org/10.1016/j.eurpolymj.2003.10.010",Table 1.3,vinyl_stereo,991,,1110,1.12,,,18.85,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1',)",313
C=Cc1ccccc1,0.5,[],"Noh, S. K., Kim, S., Yang, Y., Lyoo, W. S., & Lee, D. H. (2004). Preparation of syndiotactic polystyrene using the doubly bridged dinuclear titanocenes. European Polymer Journal, 40(2), 227235. https://doi.org/10.1016/j.eurpolymj.2003.10.010",Table 1.4,vinyl_stereo,2190,,2360,1.08,,,56.85,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1',)",314
C=Cc1ccccc1,0.5,[],"Noh, S. K., Kim, S., Yang, Y., Lyoo, W. S., & Lee, D. H. (2004). Preparation of syndiotactic polystyrene using the doubly bridged dinuclear titanocenes. European Polymer Journal, 40(2), 227235. https://doi.org/10.1016/j.eurpolymj.2003.10.010",Table 1.5,vinyl_stereo,3380,,3680,1.09,,,71.85,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1',)",315
C=Cc1ccccc1,0.5,[],"Noh, S. K., Kim, S., Yang, Y., Lyoo, W. S., & Lee, D. H. (2004). Preparation of syndiotactic polystyrene using the doubly bridged dinuclear titanocenes. European Polymer Journal, 40(2), 227235. https://doi.org/10.1016/j.eurpolymj.2003.10.010",Table 1.9,vinyl_stereo,47200,,50000,1.06,,,86.85,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1',)",316
C=Cc1ccccc1,1,[],"Bicerano, J. (2002). Prediction of Polymer Properties. In Prediction of Polymer Properties. https://doi.org/10.1201/9780203910115",Table 6.6.5,vinyl_stereo,,,,,,,86.85,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1',)",317
C=Cc1ccccc1.C=CCc1cc(C)ccc1OC,0,"[0.5, 0.5]","Wang, H., Wu, X., Yang, Y., Nishiura, M., & Hou, Z. (2020). Co-syndiospecific Alternating Copolymerization of Functionalized Propylenes and Styrene by Rare-Earth Catalysts. Angewandte Chemie - International Edition, 59(18), 7173‚Äì7177. https://doi.org/10.1002/anie.201915760",Table 2.2,vinyl_stereo,53800,,93074,1.73,,346,72,228,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=CCc1cc(C)ccc1OC')",318
C=Cc1ccccc1.C=CCc1cc(Cl)ccc1OC,0,"[0.5, 0.5]","Wang, H., Wu, X., Yang, Y., Nishiura, M., & Hou, Z. (2020). Co-syndiospecific Alternating Copolymerization of Functionalized Propylenes and Styrene by Rare-Earth Catalysts. Angewandte Chemie - International Edition, 59(18), 7173‚Äì7177. https://doi.org/10.1002/anie.201915760",Table 2.5,vinyl_stereo,292000,,627800,2.15,,337,82,247,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=CCc1cc(Cl)ccc1OC')",319
C=Cc1ccccc1.C=CCc1cc(F)ccc1OC,0,"[0.5, 0.5]","Wang, H., Wu, X., Yang, Y., Nishiura, M., & Hou, Z. (2020). Co-syndiospecific Alternating Copolymerization of Functionalized Propylenes and Styrene by Rare-Earth Catalysts. Angewandte Chemie - International Edition, 59(18), 7173‚Äì7177. https://doi.org/10.1002/anie.201915760",Table 2.3,vinyl_stereo,370000,,777000,2.1,,363,72,239,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=CCc1cc(F)ccc1OC')",320
C=Cc1ccccc1.C=CCc1ccccc1N(C)C,0,"[0.5, 0.5]","Wang, H., Wu, X., Yang, Y., Nishiura, M., & Hou, Z. (2020). Co-syndiospecific Alternating Copolymerization of Functionalized Propylenes and Styrene by Rare-Earth Catalysts. Angewandte Chemie - International Edition, 59(18), 7173‚Äì7177. https://doi.org/10.1002/anie.201915760",Table 2.10,vinyl_stereo,273000,,197000,1.79,,366,67,224,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=CCc1ccccc1N(C)C')",321
C=Cc1ccccc1.C=CCc1ccccc1N(C)C,0,"[0.5, 0.5]","Wang, H., Wu, X., Yang, Y., Nishiura, M., & Hou, Z. (2020). Co-syndiospecific Alternating Copolymerization of Functionalized Propylenes and Styrene by Rare-Earth Catalysts. Angewandte Chemie - International Edition, 59(18), 7173‚Äì7177. https://doi.org/10.1002/anie.201915760",Table 2.8,vinyl_stereo,114000,,197220,1.73,,,61,22,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=CCc1ccccc1N(C)C')",322
C=Cc1ccccc1.C=CCc1ccccc1N(C)C,0,"[0.5, 0.5]","Wang, H., Wu, X., Yang, Y., Nishiura, M., & Hou, Z. (2020). Co-syndiospecific Alternating Copolymerization of Functionalized Propylenes and Styrene by Rare-Earth Catalysts. Angewandte Chemie - International Edition, 59(18), 7173‚Äì7177. https://doi.org/10.1002/anie.201915760",Table 2.9,vinyl_stereo,131000,,247590,1.89,,,65,224,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=CCc1ccccc1N(C)C')",323
C=Cc1ccccc1.C=Cc1ccc(SC)cc1,0,"[16,84]","Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 3.9,vinyl_stereo,200000,,340000,1.7,,,102,221,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=Cc1ccc(SC)cc1')",324
C=Cc1ccccc1.C=Cc1ccc(SC)cc1,0,"[27,73]","Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 3.8,vinyl_stereo,163000,,309700,1.9,,,102,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=Cc1ccc(SC)cc1')",325
C=Cc1ccccc1.C=Cc1ccc(SC)cc1,0,"[33,67]","Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 3.7,vinyl_stereo,162000,,324000,2,,,99,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=Cc1ccc(SC)cc1')",326
C=Cc1ccccc1.C=Cc1ccc(SC)cc1,0,"[43,57]","Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 3.6,vinyl_stereo,193000,,328100,1.7,,,105,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=Cc1ccc(SC)cc1')",327
C=Cc1ccccc1.C=Cc1ccc(SC)cc1,0,"[51,49]","Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 3.5,vinyl_stereo,185000,,333000,1.8,,,103,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=Cc1ccc(SC)cc1')",328
C=Cc1ccccc1.C=Cc1ccc(SC)cc1,0,"[62, 38]","Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 3.4,vinyl_stereo,191000,,267400,1.4,,,102,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=Cc1ccc(SC)cc1')",329
C=Cc1ccccc1.C=Cc1ccc(SC)cc1,0,"[7,93]","Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 3.10,vinyl_stereo,294000,,558600,1.9,,,101,227,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=Cc1ccc(SC)cc1')",330
C=Cc1ccccc1.C=Cc1ccc(SC)cc1,0,"[70,30]","Wang, Z., Liu, D., & Cui, D. (2016). Statistically Syndioselective Coordination (Co)polymerization of 4-Methylthiostyrene. Macromolecules, 49(3), 781‚Äì787. https://doi.org/10.1021/acs.macromol.5b02263",Table 3.3,vinyl_stereo,168000,,285600,1.7,,,100,,,,,,,,,,,,,,,,,"('C=Cc1ccccc1', 'C=Cc1ccc(SC)cc1')",331
